train_nbr,ariv_delay,dept_delay,mileage,fare_plan_cds,states_cd,orig_stns,dest_stns
5610,23,39,225,35,10,320,480
25600,-12,0,141,35,37,6,326
39000,3,11,130,89,17,63,62
58100,9,2,0,216,7,395,428
6410,-19,0,142,242,37,6,326
800,75,85,276,89,47,163,289
6420,24,0,209,89,37,306,386
36400,-13,0,208,242,17,62,252
19600,-5,10,225,114,10,478,326
18400,-5,5,0,35,15,317,326
17110,-11,1,230,89,22,28,326
50010,3,2,177,89,7,469,412
44900,52,9,669,112,37,447,62
18300,-1,0,225,35,37,320,480
17120,24,11,308,114,41,344,263
30100,11,0,124,242,7,62,41
5520,-1,10,337,35,33,191,305
23700,4,0,114,89,37,320,207
17700,-6,0,231,121,37,43,326
17300,-3,0,226,35,37,320,480
68500,10,4,100,238,6,42,400
500,8,0,185,89,8,100,177
7910,3,0,110,12,11,488,480
64810,-3,1,91,105,22,344,326
54300,-1,0,90,217,7,393,330
215800,-1,0,261,192,9,478,444
19300,-4,0,185,105,23,320,24
64210,0,1,91,105,17,344,326
29120,49,0,200,89,34,320,141
200,81,26,307,89,47,205,409
8030,24,6,136,89,30,174,493
4900,-39,4,871,112,7,373,62
35200,85,11,62,35,10,62,304
16500,0,0,186,79,23,320,24
68100,12,2,68,238,33,42,112
17410,3,9,166,89,41,344,312
9920,37,23,164,35,10,478,481
215400,-1,3,195,107,12,54,326
33000,1,0,78,220,52,282,62
17610,-20,0,234,89,22,320,43
4310,-1,0,91,66,37,320,350
5310,-24,-28,855,157,49,252,414
47000,42,40,34,86,44,443,191
13500,11,28,231,89,37,43,326
33400,-1,0,86,220,52,283,62
14020,5,2,34,86,7,443,191
77000,0,0,67,216,7,422,433
7930,46,23,306,89,30,478,376
19000,10,0,232,111,37,320,43
58300,10,0,129,216,7,395,239
15200,-5,0,225,114,14,478,326
58000,-5,0,129,216,7,239,399
8600,57,36,248,2,34,320,43
400,150,118,547,35,8,235,222
9320,37,27,224,66,41,344,395
15310,3,2,104,181,11,135,490
5730,-10,18,196,35,33,44,326
17410,12,0,172,77,10,24,135
117300,-7,2,230,26,40,28,326
24100,1,2,73,35,37,320,361
215800,2,6,195,75,9,441,43
215900,1,0,91,75,37,320,350
13400,-2,2,185,89,23,24,326
54100,-2,1,0,217,7,97,416
53200,-9,0,84,242,7,128,397
28110,0,0,115,89,37,320,207
17200,9,0,75,246,37,320,312
7910,-7,1,110,142,11,488,480
29010,-7,8,142,89,37,6,326
16200,22,6,232,79,9,320,43
18620,-3,0,175,12,49,314,480
14810,-3,0,233,12,37,302,322
64420,-3,1,148,35,41,249,324
8510,-2,1,135,79,41,344,480
6310,6,2,41,89,37,355,207
51720,-12,0,94,66,17,30,412
7600,2,0,173,89,30,73,376
212100,-6,0,185,178,37,320,24
210600,54,0,226,60,49,478,326
212600,5,14,225,192,10,478,326
25300,47,0,88,89,37,320,377
113500,,0,231,242,37,43,326
44800,-12,0,98,12,22,432,43
8900,13,21,161,103,34,276,24
217300,-5,0,232,60,22,43,326
66420,-2,0,158,125,41,249,326
5610,13,11,184,79,23,24,326
6620,2,0,112,142,49,91,480
500,7,0,1038,89,25,62,100
14120,-4,0,363,181,22,432,480
800,56,47,136,89,51,408,262
35300,-2,21,205,35,25,219,62
215800,,7,184,87,22,441,390
16100,37,18,172,142,34,276,54
23800,34,0,68,112,50,6,361
13500,-8,15,187,173,37,364,326
2100,59,51,261,112,49,498,467
13500,-2,0,92,103,37,320,350
16200,24,9,188,66,37,320,369
28420,-14,0,430,112,37,52,326
28420,5,0,290,112,37,447,326
217200,9,0,225,102,37,478,326
71300,40,0,234,223,7,33,418
13500,0,2,219,233,38,386,326
19300,2,0,116,111,37,320,490
18000,2,1,216,66,23,302,326
17620,2,2,226,173,22,379,480
18300,-4,0,225,181,37,320,480
215200,6,2,166,178,41,344,312
35100,48,0,304,35,25,350,62
8420,14,0,244,35,49,391,350
28410,-8,1,141,242,37,6,326
215400,16,15,25,139,11,488,350
8500,-14,0,0,89,22,364,326
9510,7,2,190,242,9,308,490
225000,-2,0,91,4,36,344,326
18520,-10,6,113,142,49,391,308
2800,65,62,308,20,26,489,62
17800,21,2,185,105,23,24,326
30200,-1,0,284,242,27,440,62
71300,8,1,172,223,7,149,298
300,11,0,345,242,19,222,98
4330,48,9,353,121,41,344,349
18620,-4,13,118,35,49,390,480
16200,-2,0,188,105,37,320,369
18200,4,0,40,79,10,478,24
31910,-2,0,284,89,17,62,443
35000,-1,0,138,89,7,62,220
17410,54,67,71,105,9,135,49
50400,31,0,187,118,40,342,412
8900,10,3,148,12,12,348,54
71500,-4,2,81,223,7,414,330
54600,20,4,90,165,7,324,397
216900,0,0,232,60,37,43,326
33200,1,4,78,220,52,282,62
9200,25,39,203,35,44,69,376
9000,-7,0,196,35,37,54,326
8810,1,3,95,74,34,24,350
28420,-4,3,430,89,37,52,326
17200,7,0,225,103,49,478,326
3000,-23,6,397,35,41,428,349
77400,-2,0,46,218,7,239,212
215500,-1,0,413,102,22,364,480
9310,46,24,193,242,23,276,305
8030,13,18,306,112,30,372,480
71800,0,1,81,223,7,324,418
17300,22,23,219,35,22,386,326
50400,10,0,176,177,40,342,465
5210,-25,-23,855,82,12,410,254
23600,-4,0,141,89,37,6,326
28110,0,0,142,121,37,320,6
66720,-2,1,67,89,41,344,250
15300,-6,1,215,242,34,319,480
221800,5,1,225,102,37,478,326
13200,-5,0,75,242,9,320,312
400,23,14,898,89,7,155,1
64620,2,1,195,89,41,183,326
9000,62,83,334,242,37,391,326
9700,-2,14,148,89,12,399,214
100,2,17,387,112,47,398,10
8420,-6,11,213,121,49,305,12
217000,13,2,232,102,22,320,43
8500,1,1,0,66,22,386,350
9900,-7,0,91,121,37,320,350
5520,-3,13,103,111,47,271,326
5900,-2,0,129,35,17,62,63
65220,0,2,86,89,34,126,350
35200,63,0,243,12,17,62,16
56900,2,3,103,216,14,429,239
300,-24,0,1819,89,17,222,239
14810,2,0,224,12,23,478,326
9100,163,33,1522,89,37,320,281
9800,120,0,550,12,30,139,326
77400,,,217,216,7,254,212
216800,-8,0,456,81,23,478,28
9200,17,0,168,89,12,278,405
71600,-9,1,234,242,7,414,33
12900,-1,0,225,89,37,320,480
16410,1,0,226,105,7,478,326
71400,12,28,153,223,7,414,201
215100,4,0,225,143,37,320,480
9000,6,0,101,89,13,399,64
71300,-3,0,204,223,54,33,288
1100,473,6,1222,177,51,224,473
70300,12,0,150,223,7,272,397
177700,1,0,0,218,37,325,340
30200,-4,0,257,112,17,9,62
38000,6,14,76,89,17,341,319
5730,29,16,126,89,9,68,191
44900,3,9,150,89,22,43,353
300,30,0,1368,89,39,159,379
23800,4,4,113,242,7,207,326
58100,12,0,126,216,7,325,239
177000,1,1,0,216,7,334,433
14120,0,3,111,172,37,191,326
78400,1,0,104,216,7,239,433
16410,49,46,70,105,43,226,43
225300,0,2,322,192,41,28,350
16700,3,0,230,98,22,28,326
56400,-3,0,126,216,7,239,331
77400,1,2,135,216,7,400,15
210300,1,0,225,102,34,320,480
16200,9,6,323,242,22,344,43
4330,14,0,293,89,37,320,193
30500,-14,8,160,35,27,41,443
9100,323,260,188,35,12,337,458
71300,32,0,283,223,22,33,298
65110,7,0,91,105,34,320,350
8210,3,0,136,105,10,478,350
64310,6,11,91,105,37,320,350
217300,5,0,185,174,8,320,24
33700,3,0,78,220,52,62,285
18400,-6,2,58,66,34,458,326
18100,13,0,225,77,37,320,480
600,-6,75,1199,224,36,462,100
68400,13,0,116,230,8,353,42
66320,2,0,99,35,41,320,17
36500,4,0,119,89,25,251,315
16200,0,1,348,0,22,488,43
17610,-3,0,191,142,37,320,369
37000,1,0,151,35,17,62,203
17300,0,2,67,26,34,276,350
33600,7,0,86,220,52,283,62
17300,-4,0,58,89,9,49,326
76500,25,24,129,216,7,155,404
44900,102,14,669,12,37,447,62
16500,5,5,92,121,41,320,350
77400,3,8,232,216,7,400,399
13400,-1,8,185,89,23,24,326
17000,6,0,161,105,37,320,226
8900,-3,0,220,89,12,320,480
5310,-42,-31,855,153,12,252,414
30700,28,0,284,35,51,62,443
600,46,62,1038,112,8,100,62
5310,416,374,855,82,23,252,414
19420,55,0,196,89,10,314,305
12510,5,0,185,35,37,320,24
6310,6,3,115,121,9,320,207
9100,33,18,1166,89,49,391,152
5210,-31,-16,855,82,37,410,254
35200,-13,14,154,89,25,220,387
17110,12,25,101,173,34,488,305
77400,-3,0,129,216,7,239,399
28110,20,0,89,89,37,320,377
36400,12,0,256,35,17,62,144
18200,17,23,195,76,23,54,326
71200,2,0,17,223,7,201,78
31400,-15,0,283,89,17,222,443
19510,16,17,90,35,37,320,350
35100,52,45,68,89,25,101,219
39000,-4,9,201,35,17,122,62
23800,-4,0,141,89,3,6,326
65420,1,0,148,35,34,249,324
5630,6,0,241,89,22,432,396
77400,4,0,68,216,41,424,331
29100,-8,0,0,242,7,320,268
13810,0,0,30,12,6,478,54
50320,0,0,80,89,40,342,13
3000,87,90,266,89,41,343,380
7700,5,0,147,89,30,109,73
67020,-1,0,67,89,41,249,350
217300,-4,0,232,60,22,43,326
6320,39,0,430,242,37,320,52
6510,24,0,232,66,12,43,326
800,16,45,254,89,29,485,185
77000,2,0,46,216,7,239,212
16200,0,0,188,79,37,320,369
30000,14,0,185,242,17,433,62
2200,-17,0,1298,35,47,398,62
30600,-5,1,247,89,27,440,216
400,330,285,1690,89,6,143,62
17900,12,0,56,66,9,308,322
77700,10,0,80,216,6,325,212
19510,-1,7,110,74,23,488,480
17200,-3,1,211,12,37,318,28
2200,-27,0,185,242,17,433,62
17300,17,26,124,230,9,226,444
9310,28,4,196,12,23,320,54
58400,43,45,42,216,7,334,399
215300,6,0,232,139,22,43,326
5310,29,16,855,82,34,252,414
2200,-7,1,284,89,27,440,62
17620,37,32,233,181,49,12,326
34200,5,0,86,220,17,283,62
36500,18,3,208,89,25,251,62
82200,24,0,206,89,47,154,328
65010,-5,1,91,142,37,344,326
4330,1,1,222,242,41,344,468
1900,-8,46,461,89,49,261,21
6320,-32,0,459,89,12,320,309
13700,-1,7,134,89,34,344,480
28420,-8,9,160,242,37,407,326
33700,-1,0,86,220,52,62,286
12600,6,1,195,12,23,54,326
2700,77,5,241,89,31,291,138
215200,4,0,116,42,11,488,326
2700,178,207,232,112,51,359,348
17800,-2,0,220,77,37,320,390
6310,7,0,89,35,37,320,377
5900,-15,0,741,89,17,62,213
19000,16,0,232,181,37,320,43
500,2,0,162,35,17,62,158
8710,-9,0,226,66,23,320,480
16100,5,3,113,173,43,364,312
16410,-6,0,231,89,6,320,43
1900,-4,0,225,79,12,320,480
37100,47,0,176,35,25,175,62
216700,0,0,232,81,22,43,326
225500,6,0,232,102,37,43,326
9410,22,42,231,142,25,320,43
30600,43,21,185,89,17,433,62
66010,-3,1,91,181,17,344,326
4800,-7,43,290,112,37,447,326
73600,2,3,77,217,7,374,397
65110,1,0,91,121,37,320,350
217000,-5,2,225,139,10,478,326
12900,2,11,206,79,34,319,305
212200,-14,0,225,178,10,478,326
23300,-3,1,109,35,37,85,6
8210,18,43,237,142,49,320,28
19510,37,20,168,105,49,458,480
9910,3,6,188,105,22,364,326
6410,17,0,142,35,37,6,326
78500,-5,0,26,216,7,155,239
52400,52,16,57,217,7,295,397
39000,-21,0,310,89,17,60,62
65210,-2,1,91,173,41,344,326
15610,-3,0,95,89,41,24,350
36500,5,0,208,89,25,251,62
64610,8,16,91,173,41,344,326
14810,0,0,201,142,34,478,279
8020,36,71,270,66,49,140,324
215200,5,0,226,174,10,478,326
9420,23,0,232,89,49,305,305
64210,5,1,91,142,37,344,326
15110,-8,0,225,173,37,320,480
17420,13,3,143,35,49,12,350
50700,78,36,187,118,40,408,348
12410,37,48,186,89,38,24,326
57300,-4,0,126,216,7,325,239
1900,31,72,146,89,12,238,316
216300,8,0,232,139,22,43,326
17200,4,1,216,89,23,302,326
8720,129,133,109,105,49,478,395
39300,32,0,201,89,7,62,122
17110,16,26,135,66,41,344,480
7930,6,8,147,89,30,109,73
5710,-1,1,110,173,11,488,480
217200,-3,0,145,170,22,308,390
14010,0,0,300,89,9,478,312
17200,-1,0,225,181,49,478,326
6720,-3,0,180,181,23,478,318
400,21,44,82,35,17,273,62
19300,15,0,225,111,11,320,480
71600,32,25,47,223,7,149,78
100,177,27,307,89,21,405,205
17300,6,0,417,79,22,43,24
65810,-3,1,91,173,37,344,326
53800,6,0,0,217,7,128,381
17120,48,56,267,89,34,24,383
1900,-8,4,40,243,3,24,480
5520,-5,4,147,74,34,432,326
8410,2,3,136,181,10,478,350
66420,0,1,104,89,12,183,350
17610,6,3,155,111,37,441,369
5410,5,2,116,111,11,488,326
23600,15,7,88,35,12,373,326
5210,-5,-4,855,82,34,410,254
12510,0,7,126,89,47,344,305
9410,38,6,127,173,9,344,444
66410,-1,6,91,242,41,344,326
1400,6,0,423,90,7,239,416
12900,14,4,134,12,41,344,480
36500,32,0,208,89,17,251,62
5410,-4,0,75,142,37,320,312
44900,75,39,234,121,38,454,62
14730,38,22,112,89,49,478,91
9920,139,27,205,242,23,24,481
17300,14,10,74,74,37,308,326
400,-4,0,1819,12,7,239,222
37000,10,0,176,89,18,62,175
16410,3,1,156,242,22,308,43
14810,8,8,224,35,37,478,326
19600,4,3,185,181,37,24,326
9410,-3,0,166,66,9,344,312
17000,0,0,232,111,22,320,43
17610,15,3,164,121,12,320,226
30200,63,0,284,89,27,440,62
17110,4,0,166,79,50,308,350
7920,0,3,281,35,12,320,140
82100,2,2,206,89,47,322,154
217300,-2,0,225,107,23,320,480
16100,5,5,116,181,41,320,490
69900,-1,1,62,238,33,42,104
50010,4,5,177,242,37,469,412
8900,30,4,713,89,34,319,64
28110,16,0,142,35,12,320,6
9200,66,58,509,35,44,69,480
5310,81,60,855,82,49,252,414
4330,4,2,275,121,41,344,218
13800,-6,2,225,181,10,478,326
5310,29,16,855,128,37,252,414
9310,-1,1,188,105,22,364,326
1400,47,19,319,35,7,393,225
5510,47,49,115,181,37,320,490
1100,-2,0,1377,35,8,408,239
28420,-15,0,430,112,37,52,326
215000,10,0,232,129,37,320,43
18510,3,0,226,142,37,320,480
400,19,67,173,121,40,168,1
6520,5,40,322,66,41,344,318
77400,1,1,38,216,7,53,155
9700,242,35,243,89,12,331,152
14720,18,0,137,66,22,432,326
8610,-3,0,227,89,49,478,326
2700,787,697,627,112,51,485,471
16500,-5,5,160,180,37,226,326
9910,3,0,414,35,43,364,480
17800,72,28,134,103,34,478,350
60010,-6,2,91,181,41,344,326
19600,9,0,134,105,49,478,350
2700,-6,0,1312,89,51,286,471
28320,0,0,237,35,37,320,469
35400,260,17,135,89,25,220,101
60100,-4,0,104,89,34,344,183
76500,2,15,49,216,7,422,53
70200,3,4,204,223,51,285,33
77400,5,4,232,216,7,400,399
44800,40,23,584,89,20,454,6
77700,44,0,327,216,7,395,179
42100,-49,0,1423,35,7,398,239
67020,-2,2,27,89,41,137,350
30300,7,0,124,35,17,62,41
64120,1,5,26,89,41,79,250
215400,-1,0,231,139,22,320,43
215900,-6,0,232,143,22,43,326
7920,11,10,82,121,49,140,367
1900,2,0,112,89,51,478,91
25900,-7,0,141,112,37,320,6
217200,7,0,109,107,41,478,490
23700,0,0,141,12,37,320,6
5610,-3,3,225,242,10,478,326
16410,5,5,226,35,10,478,326
9310,2,0,91,181,41,320,350
8610,-1,0,26,173,11,488,350
76700,-1,0,62,216,7,334,155
17420,-1,0,143,142,41,12,350
17900,-5,2,187,74,51,364,326
217200,12,0,225,145,37,478,326
62000,6,0,77,89,41,183,137
65310,2,0,91,89,37,320,350
7500,29,4,164,89,41,94,73
4330,1,1,403,12,34,319,169
77700,0,0,221,165,7,239,423
17200,5,4,212,89,34,276,369
17300,-2,0,186,79,37,320,24
16900,1,0,187,242,37,364,326
177700,1,0,113,216,40,212,342
35000,1,0,296,89,17,62,463
9410,21,30,185,2,23,24,326
14110,0,6,49,79,9,441,135
225200,57,0,231,60,22,320,28
212600,-1,0,109,60,47,478,490
2200,-17,15,171,89,47,154,280
35100,-6,8,243,89,25,16,62
5710,,,226,12,37,320,480
210300,1,0,225,178,37,320,480
12900,26,0,225,69,37,320,480
5310,437,217,855,184,22,252,414
28420,-1,1,436,35,37,34,326
17610,0,5,109,26,37,344,322
28310,16,0,89,89,37,320,377
8020,29,3,189,114,49,140,350
28110,11,0,115,242,37,320,207
19000,9,0,188,181,22,320,369
8900,93,94,325,12,30,478,139
28320,8,15,48,89,37,467,449
39000,-5,0,310,89,20,60,62
13700,13,6,93,89,34,276,490
31810,73,62,87,35,17,41,216
5900,-11,0,310,112,17,62,60
71100,-3,0,146,223,7,268,330
5800,-32,0,185,89,28,312,213
7500,9,11,147,89,30,109,73
15200,6,1,195,142,23,54,326
77400,168,9,157,216,7,178,212
17200,-9,2,265,12,34,299,43
28020,-8,0,290,89,37,447,326
28120,128,131,79,89,37,447,385
64710,1,0,91,114,6,320,350
44800,13,0,101,112,12,6,436
19510,3,4,109,140,37,318,350
17410,-2,0,225,242,49,478,326
9920,40,6,196,35,49,302,318
28320,18,36,140,89,37,447,52
59100,72,87,58,216,7,424,239
216700,2,2,301,162,49,308,480
215000,-5,0,231,139,52,320,28
8900,103,0,598,112,37,320,105
31300,3,0,270,89,27,231,222
18500,7,5,94,89,41,344,24
13700,14,10,186,105,37,320,24
45000,-1,0,36,89,37,308,191
5510,5,0,216,114,37,320,305
216900,-2,0,231,192,37,28,326
69200,17,0,65,235,24,353,136
1900,-8,3,354,112,3,35,316
16420,1,1,234,142,41,12,326
3000,93,106,283,112,41,343,480
47600,2,0,36,86,9,308,191
18520,13,8,140,103,49,54,395
5510,33,0,184,35,37,320,24
17700,-1,0,231,12,22,43,326
17420,8,4,47,173,49,479,394
31910,-6,0,284,35,17,62,443
78400,4,0,129,216,7,400,155
5210,155,167,855,82,12,410,254
64210,0,0,58,105,41,458,326
216600,9,0,188,143,43,320,369
8810,48,38,231,242,22,320,43
19600,52,40,125,35,23,302,350
18300,-7,1,134,12,41,344,480
216900,3,0,10,139,37,320,324
100,241,209,250,89,6,464,515
600,111,3,1400,12,43,128,100
16000,2,0,232,111,22,320,43
72400,1,5,95,208,7,321,397
33100,-3,0,86,220,7,62,286
54800,-13,3,57,217,22,295,397
17300,28,21,226,111,37,320,480
64220,-8,0,185,35,41,279,326
71600,8,1,141,223,7,128,270
71700,118,120,111,223,7,33,149
66420,4,5,158,89,37,249,326
217000,6,0,232,227,37,320,43
4330,4,1,434,35,7,319,349
9320,49,59,113,173,49,391,308
29010,52,59,142,35,37,6,326
9310,-5,1,230,242,22,28,326
600,718,419,1563,35,10,358,62
59300,-3,2,129,216,7,395,239
64110,-3,0,91,181,13,320,350
17500,6,0,231,105,22,43,326
215400,-1,3,94,81,23,24,350
4220,-6,4,118,230,23,137,326
5610,28,2,300,105,9,478,312
7930,51,0,386,89,30,344,493
13700,10,10,226,89,37,320,480
16200,15,14,113,142,9,308,369
212100,2,3,225,174,34,320,480
6420,-1,13,290,112,37,447,326
71700,9,0,204,223,7,33,288
71300,30,0,302,223,7,33,378
28410,6,0,141,242,37,6,326
5900,-50,0,529,112,46,62,278
13500,-1,0,92,79,41,320,350
1400,-10,0,408,89,7,324,225
18500,37,29,94,79,23,344,24
50510,3,10,176,242,40,463,348
14900,9,1,172,26,8,28,49
36400,-15,0,208,89,17,62,252
64210,0,1,91,35,47,344,326
14010,5,2,30,121,37,478,54
30500,-2,0,257,35,17,62,9
6610,-8,2,190,89,37,24,326
44900,12,3,98,112,22,43,436
217000,-2,0,188,102,37,320,369
18620,-3,3,63,66,12,390,140
63900,1,0,58,105,41,320,460
4800,-8,0,959,89,37,62,326
28320,3,17,146,89,37,447,34
300,0,2,139,35,27,237,222
12600,8,6,185,242,37,24,326
217000,-6,0,232,178,22,320,43
47400,10,0,62,74,7,308,436
37100,0,0,176,242,25,175,62
35300,-20,5,273,89,25,101,62
24100,-2,5,141,112,47,320,6
600,-16,0,500,35,17,327,62
8610,29,15,152,140,37,441,369
17410,-1,12,173,89,9,49,28
17110,5,0,91,76,34,320,350
33300,6,0,86,220,32,62,286
400,-2,0,628,35,27,459,222
71900,1,0,111,223,7,33,149
17410,-2,4,195,181,37,441,28
29110,-1,0,143,242,37,320,6
34100,-2,0,86,220,52,62,286
76800,6,0,46,216,7,239,212
65320,-2,1,67,89,41,344,250
17620,20,0,442,12,49,379,324
8510,18,11,41,243,10,24,480
71200,34,14,283,249,7,295,33
64010,1,1,33,173,41,344,460
77700,8,5,126,216,7,325,239
62000,5,0,104,89,34,183,350
7930,15,13,332,35,30,478,109
78500,27,0,103,216,7,395,155
2000,51,18,258,181,49,292,326
17110,8,0,231,66,22,43,326
17500,27,0,290,242,41,43,460
6510,-2,0,216,66,34,320,305
217300,1,3,220,141,41,386,326
217200,9,6,91,174,41,344,326
12900,2,1,67,89,34,276,350
217300,1,0,196,28,37,43,444
51810,27,0,50,89,40,342,224
5610,13,0,225,105,49,478,326
13810,30,24,224,142,49,478,326
66020,-3,3,158,242,41,249,326
224900,-7,2,188,28,43,364,326
17110,-3,0,231,105,56,43,326
2100,16,104,148,35,21,259,154
15100,-6,0,225,181,49,320,480
18200,-2,0,225,89,10,478,326
44900,12,25,149,35,37,6,449
58100,1,0,77,216,7,429,155
14310,-1,9,135,111,41,344,480
9520,-1,0,223,89,23,478,308
17110,4,12,226,98,37,320,480
5400,3,3,185,12,25,24,326
600,-4,7,102,90,7,128,389
64810,0,5,91,142,41,344,326
500,0,1,185,12,8,100,177
4900,-3,2,142,121,37,320,6
200,24,30,815,89,47,125,205
30600,-11,18,124,89,17,41,62
13700,-12,0,230,98,22,28,326
65120,4,0,110,121,41,320,344
28120,-7,7,370,35,37,320,385
28010,-10,0,142,89,37,6,326
30500,54,0,224,112,52,62,86
17110,-1,0,156,173,22,43,312
31820,0,1,222,12,27,210,478
9510,0,4,261,79,9,441,480
4330,-1,0,444,89,41,320,349
1400,10,0,103,90,7,239,404
216400,51,0,231,28,37,320,28
57200,6,0,129,216,37,239,399
53200,-9,1,103,217,7,186,397
19420,2,6,55,111,49,140,480
29120,-10,0,244,89,37,320,392
300,12,3,162,89,17,62,158
17200,-12,0,231,114,37,320,28
5900,85,10,797,112,17,63,316
177000,4,0,46,216,15,239,212
2800,-4,0,380,89,51,342,438
13800,32,31,40,173,23,478,24
18000,8,4,154,181,23,0,326
28320,44,39,283,12,37,6,52
50400,24,9,83,242,51,469,88
77000,0,2,158,216,6,93,399
74200,-4,4,84,217,7,128,397
35500,-16,8,243,89,25,16,62
67110,5,0,91,142,25,320,350
7500,23,0,60,89,22,372,39
71100,-2,0,111,221,7,33,149
225100,2,6,226,60,37,320,480
15400,11,10,91,48,7,344,326
14010,2,0,100,121,23,302,490
19510,22,6,225,173,37,320,480
50310,8,0,187,182,51,408,348
18620,5,13,118,242,49,390,480
4210,9,1,91,142,41,344,326
17610,3,0,202,105,49,478,279
30300,1,0,124,242,17,62,41
44900,-20,7,198,89,7,28,6
31400,18,0,270,35,27,222,231
17410,168,126,323,89,7,344,43
8510,2,0,182,2,23,320,24
38200,-5,1,111,89,17,158,355
18300,0,0,104,89,41,344,54
50010,4,9,187,182,40,342,412
16410,0,0,108,35,37,320,338
217200,-1,9,188,60,37,320,369
1400,1,11,249,90,7,419,128
17410,-1,0,300,77,10,478,312
210300,7,0,225,132,10,320,480
17700,1,2,195,66,37,28,444
17200,18,26,196,12,9,441,43
9520,-8,0,223,121,23,478,308
216000,1,5,456,178,49,478,28
8510,4,0,193,20,34,320,54
35500,-19,14,243,89,25,16,62
35400,-15,0,281,89,25,62,102
14810,-5,0,224,79,49,478,326
33500,-1,0,18,220,25,62,167
217300,33,9,413,139,10,364,480
28320,0,0,160,121,37,320,411
35500,5,1,53,89,25,461,16
4230,10,0,444,125,41,343,326
18300,9,2,67,142,34,276,350
18620,-1,7,206,35,37,479,24
6620,-5,4,340,89,49,391,326
65320,70,57,110,89,41,320,344
13700,16,0,226,105,10,320,480
16300,-7,2,230,242,51,28,326
500,311,278,189,35,36,497,384
17410,-6,0,225,35,49,478,326
39200,12,1,310,35,17,60,62
9200,28,5,1040,35,12,456,480
6610,,,326,114,22,344,28
215400,-2,0,225,192,10,478,326
8210,65,66,238,173,33,320,43
2100,210,179,315,112,21,95,402
13800,0,0,215,89,34,478,324
33700,1,0,86,220,17,62,286
59100,10,3,80,216,7,325,212
18200,-4,0,185,142,23,24,326
8500,-10,0,0,12,37,49,326
19000,4,3,44,89,12,493,369
14020,12,12,26,86,9,191,436
14710,3,15,301,66,37,308,480
9420,31,0,358,89,49,305,350
77400,-2,5,97,216,10,400,160
25300,-7,0,68,35,37,355,6
17200,5,0,225,114,23,478,326
2900,61,63,246,89,47,343,456
7700,12,4,120,242,30,109,221
9410,-6,0,226,120,23,478,326
28010,-7,0,142,242,37,6,326
77700,0,0,88,216,7,334,239
216700,-4,0,91,174,34,320,350
16200,35,0,149,35,9,344,49
9100,100,,192,112,12,456,503
18620,10,30,96,89,13,480,0
16700,7,0,92,105,37,320,350
6610,-3,0,188,173,43,320,369
64110,-1,1,33,105,7,458,350
