train_nbr,ariv_delay,dept_delay,mileage,fare_plan_cds,states_cd,orig_stns,dest_stns
79400,0,0,204,216,7,419,473
8900,61,7,339,89,30,488,382
17410,0,2,185,74,37,24,326
18400,2,3,0,89,37,320,43
18300,16,3,134,173,41,344,480
34000,-5,0,86,220,52,283,62
7800,0,0,147,89,30,73,109
28410,4,0,141,12,37,6,326
15000,1,0,218,142,37,318,390
215500,1,0,225,107,7,320,480
217000,-11,2,232,145,37,320,43
39000,71,37,130,35,17,63,62
14810,0,0,40,142,39,478,24
2000,-8,2,116,89,23,488,326
50700,9,0,187,112,51,408,348
8620,-5,0,110,142,49,391,480
14110,-4,0,284,35,9,49,480
8900,5,0,181,12,34,348,12
5310,-78,-25,855,0,37,252,414
14120,0,3,111,142,9,191,326
215500,6,0,225,25,37,320,480
57900,-6,0,46,216,7,212,239
15200,13,0,0,181,37,320,390
9700,0,0,91,242,37,320,350
18520,69,0,449,12,37,320,308
1400,99,91,102,242,51,469,332
38300,1,0,202,89,37,62,264
215800,4,0,225,178,17,478,326
14010,-9,0,225,66,37,478,326
14810,0,0,134,89,41,478,350
9310,14,3,116,35,37,320,490
5610,6,0,225,35,44,478,326
1400,19,21,187,89,40,342,412
77700,21,0,350,216,7,395,423
4800,1,37,370,12,12,381,326
17300,7,3,202,26,37,276,480
64610,5,3,81,173,11,344,324
33100,26,15,86,220,17,62,286
18400,0,0,225,66,10,478,326
13500,4,0,195,74,22,43,444
47500,10,9,38,86,9,191,312
35300,-1,5,83,89,25,16,50
9910,-14,0,126,173,9,310,326
65520,4,0,158,125,37,320,250
71500,17,12,172,223,7,149,298
6420,-12,9,430,89,37,52,326
76800,15,21,58,216,7,212,433
14900,15,0,231,89,37,43,326
49400,2,0,2,74,23,308,446
4800,60,2,669,12,37,62,449
8900,5,0,220,76,37,320,480
39000,-4,17,130,12,17,63,62
24010,-10,3,115,89,37,207,326
36400,12,0,208,12,25,62,252
2200,-21,11,92,89,17,352,62
6420,-11,0,290,89,37,447,326
159000,-6,1,41,218,40,334,399
71200,16,10,123,223,7,414,149
217200,12,0,232,81,17,320,43
500,147,55,1164,35,12,100,384
44900,5,0,149,89,37,6,449
225100,1,0,226,139,7,320,480
217000,114,0,457,81,37,478,43
13800,7,0,215,89,34,478,324
13900,-1,1,43,66,43,28,369
68100,6,6,20,238,24,353,151
28420,15,27,290,112,37,447,326
1400,1,3,117,90,7,400,423
30500,3,0,37,89,17,62,216
77700,-5,0,206,218,8,395,472
28110,15,0,142,112,37,320,6
69100,,0,116,238,22,42,359
8030,100,0,479,35,30,73,480
7600,50,0,165,94,30,73,94
53100,5,4,69,217,7,97,36
23400,-3,0,141,112,37,6,326
69200,9,4,62,238,33,104,42
215200,-1,7,236,102,37,320,43
13700,29,24,217,12,23,320,305
59100,5,8,26,218,7,155,239
12420,78,0,150,66,49,314,482
216400,-1,0,220,178,49,320,390
23700,-3,0,73,12,7,320,361
23600,-9,0,141,242,37,6,326
9510,-5,1,231,173,22,28,326
18300,0,1,81,105,34,319,350
37000,0,0,89,12,17,62,417
12100,-2,1,94,89,41,344,24
64820,9,0,67,89,41,249,350
216300,74,0,232,81,12,43,326
216300,3,0,185,87,37,320,24
1400,28,71,585,124,40,393,422
25000,-11,1,113,89,23,207,326
31810,55,25,284,242,17,440,62
14810,3,0,299,242,23,478,312
35200,6,0,243,35,17,62,16
5430,63,0,527,125,23,54,476
12900,1,0,185,77,23,320,24
76800,11,12,10,216,7,422,212
9700,13,1,1124,89,22,320,337
31920,51,31,283,89,27,440,222
9200,114,0,1522,89,37,278,326
62000,4,5,67,89,41,249,350
58300,2,0,57,216,8,429,212
225300,-6,10,188,143,22,364,326
29510,1,0,88,89,37,320,377
5210,-66,-17,855,234,37,410,254
19600,38,0,225,181,44,478,326
28120,72,89,140,89,37,447,52
71400,1,0,114,223,7,295,270
9420,0,4,336,173,49,391,326
12900,4,0,185,35,34,319,54
216800,-1,0,413,192,43,478,369
2200,30,33,156,89,47,398,459
23900,5,0,114,242,37,320,207
69700,0,0,100,235,24,42,400
17900,6,1,219,242,22,386,326
28420,-4,2,436,35,37,34,326
8610,4,0,247,111,7,320,28
6620,-10,0,456,89,37,379,326
16500,-2,3,125,242,37,310,326
212600,-1,0,134,81,49,478,350
59400,2,4,15,216,7,15,212
17410,34,1,174,242,23,488,49
34000,-1,0,86,220,17,283,62
31910,40,0,92,89,47,62,358
210300,1,0,91,81,37,320,350
15300,2,1,175,76,37,319,24
17200,0,1,91,77,41,344,326
64210,-7,0,58,105,41,458,326
50510,17,0,177,242,51,408,471
68600,4,7,100,235,24,396,42
50700,3,0,75,35,51,408,332
17200,3,0,126,120,37,320,314
17300,11,1,284,12,9,49,480
39200,34,41,130,89,17,63,62
5310,25,-18,855,82,22,252,414
225400,-1,0,225,139,49,478,326
9200,56,31,400,112,44,227,110
58100,2,5,36,216,49,422,239
9410,4,4,91,89,41,344,326
37100,-2,0,151,242,14,203,62
26000,1,0,141,89,37,6,326
9200,22,17,146,89,12,152,405
9410,51,29,230,89,37,320,28
217200,-1,0,232,174,22,320,43
64910,3,0,91,66,37,320,350
50510,14,0,187,35,51,408,348
19200,2,1,91,189,37,344,326
215400,-3,1,91,78,37,344,326
216800,-6,1,220,42,37,320,390
2000,-3,0,376,89,23,73,480
9200,-11,0,246,121,12,456,214
35200,130,2,273,12,25,62,101
12900,8,0,185,12,9,320,24
50520,93,0,239,35,40,408,422
200,87,0,362,89,21,205,316
168900,0,0,84,238,24,42,484
1100,35,59,211,229,7,128,362
18300,-6,0,30,173,23,54,480
4230,12,0,353,89,41,343,350
216900,0,0,106,8,34,319,490
17900,5,0,213,66,37,43,322
16800,5,1,216,12,37,302,326
31820,1,39,215,12,7,409,9
77700,10,0,103,89,7,239,404
17000,2,0,168,105,12,478,460
35400,0,0,243,89,17,62,16
219000,-3,0,231,139,37,320,43
28320,-19,0,140,121,37,447,52
16100,46,36,155,35,23,320,0
33800,3,3,62,220,17,446,62
9200,295,16,290,89,13,502,403
200,101,43,463,35,7,328,466
9520,16,0,234,181,37,320,12
4330,15,4,97,89,41,249,244
35300,-20,4,281,89,25,102,62
28420,8,4,290,242,37,447,326
24100,7,7,88,112,37,320,377
5100,67,0,921,89,47,478,62
156200,-6,1,26,216,2,429,399
8030,36,17,360,89,23,491,490
2100,,0,1298,124,52,62,402
9200,24,79,460,35,37,378,326
18510,3,2,216,89,34,319,480
72800,6,2,68,217,7,186,142
216700,0,2,279,227,7,364,350
71600,-1,3,191,223,47,374,149
17410,8,8,44,173,33,364,43
42100,-10,2,2239,35,17,62,466
68400,33,16,84,238,10,482,42
16800,9,0,456,105,22,478,28
2800,208,207,277,112,31,286,138
7930,65,20,306,242,10,478,376
2200,-21,0,124,35,17,41,62
17120,15,0,452,181,53,320,383
78400,22,5,58,216,7,53,212
73600,14,3,101,217,7,148,97
16100,-1,3,226,105,37,320,480
19000,-6,0,75,74,37,320,312
70200,-7,0,282,223,7,393,33
17610,0,0,135,121,41,478,350
216900,-3,0,225,192,23,320,480
8610,4,3,70,89,22,226,43
7600,29,0,89,89,30,73,174
17110,19,0,226,230,37,320,480
1100,-8,18,215,90,7,66,416
215300,6,0,91,192,37,320,350
23300,29,0,141,112,37,320,6
78400,1,0,32,216,7,239,15
6320,18,0,275,112,37,512,449
17610,20,19,184,26,23,24,326
17800,-1,0,161,26,37,320,226
71100,4,0,172,223,7,149,298
6610,-8,0,231,12,37,478,326
12520,-1,2,178,142,49,12,318
1400,6,0,238,89,40,225,13
8900,9,0,545,89,37,320,139
19510,0,0,90,12,7,320,350
13500,-8,0,231,142,37,43,326
28020,-15,0,430,89,37,52,326
16100,-2,2,135,35,10,344,480
16200,8,0,126,35,37,320,314
28420,26,17,290,89,37,447,326
19520,16,9,243,105,41,344,395
2900,8,0,764,35,17,478,62
800,23,13,195,121,52,257,286
28120,33,0,370,89,37,320,385
60500,2,1,67,89,41,344,250
16200,11,8,111,242,41,344,322
19600,-10,0,225,230,23,478,326
13400,-5,0,195,35,23,54,326
12510,1,0,196,79,37,320,54
12520,-8,7,116,89,49,478,394
5900,3,0,129,89,17,62,63
16200,-11,3,242,66,37,319,43
37000,14,0,176,242,25,62,175
8030,43,10,323,12,30,109,12
19000,0,0,232,181,22,320,43
14510,2,0,226,111,5,320,480
7800,26,0,165,89,30,73,94
215000,0,0,232,84,37,320,43
28110,23,3,115,121,37,320,207
50400,12,0,187,118,40,342,412
50010,86,75,138,35,51,469,450
12510,2,0,226,89,19,320,480
212600,2,0,134,139,23,478,350
17500,1,0,125,73,41,344,305
17420,5,8,274,35,49,479,490
77400,5,1,157,216,7,93,399
57300,-2,0,58,216,38,424,239
69700,16,19,28,238,9,194,104
64810,1,1,91,105,41,344,326
50400,38,0,187,12,40,342,412
7930,-2,1,277,121,30,140,109
30500,9,0,124,35,17,62,41
8210,-11,5,332,89,34,344,43
224800,-1,1,91,79,23,344,326
18610,-2,1,226,89,37,478,326
17610,0,17,215,173,37,318,43
13900,-12,0,187,89,37,364,326
23600,11,0,113,35,37,207,326
6710,-9,0,113,105,9,364,312
225000,0,0,109,132,49,478,490
7800,-3,0,84,89,30,174,376
7300,10,0,173,89,30,372,73
400,-17,4,104,242,17,341,62
68200,2,0,144,236,24,46,42
36400,8,0,62,89,17,62,304
67210,3,5,91,12,37,344,326
17110,1,0,220,114,22,386,326
158400,-4,0,68,216,17,424,331
36400,1,0,138,89,6,62,220
47100,-1,2,38,35,9,191,312
70200,-10,0,168,223,7,268,33
8410,11,3,131,35,34,0,279
6320,17,0,237,89,37,320,469
78500,20,5,103,216,7,429,239
9310,37,0,226,105,37,320,480
8610,20,12,155,66,9,308,28
17900,-7,2,230,173,22,28,326
34000,1,0,86,220,52,283,62
62000,-1,0,85,89,41,183,344
17410,2,4,127,242,22,344,444
8820,0,15,191,173,49,140,350
17300,63,75,135,54,34,344,480
600,53,77,273,242,8,164,100
17800,1,0,243,105,9,24,49
30200,138,81,185,12,17,433,62
14010,19,1,205,35,10,302,324
8420,1,0,108,180,49,391,480
5210,55,-14,855,128,23,410,254
17000,3,0,185,74,23,24,326
5900,17,39,487,89,28,60,45
35000,62,94,143,89,25,220,102
28420,-5,1,67,89,37,34,385
71100,-5,0,234,223,7,33,418
500,171,0,1315,35,7,100,397
47000,10,0,62,86,22,308,436
8900,53,12,394,89,49,391,64
31300,16,0,125,89,27,440,215
18620,2,6,93,105,49,390,482
8710,2,3,78,247,47,135,350
66520,-1,0,118,125,41,320,137
69800,5,2,116,238,22,353,42
8030,-2,2,440,89,41,372,350
9910,22,3,152,89,23,364,444
5510,9,0,90,66,37,320,350
7600,1,0,122,89,30,394,94
9200,442,142,579,35,12,507,69
7910,-2,0,168,12,34,458,480
16900,1,0,160,111,37,226,326
9910,-4,0,231,79,18,43,326
9420,-1,0,223,173,47,305,480
5900,-3,19,668,89,17,63,45
17610,3,2,67,12,34,344,279
5800,287,331,129,35,17,63,62
58000,,,68,218,7,424,331
5210,-45,-6,855,82,22,410,254
36400,10,0,138,89,25,62,220
24400,71,0,141,35,50,6,326
16100,4,0,156,173,9,43,312
2000,12,25,347,89,13,21,174
15110,-3,0,225,89,37,320,480
2000,-16,0,634,89,13,21,480
44900,-11,1,355,112,25,381,456
65220,-4,1,94,89,41,279,350
17800,0,0,225,12,37,478,326
7930,-1,0,477,89,37,320,493
17410,39,40,174,105,55,49,43
14810,4,3,127,35,34,24,460
215000,0,0,134,147,49,478,350
18610,168,144,226,189,10,478,326
44900,31,0,150,121,22,43,353
8500,-1,0,0,105,22,386,326
7700,9,0,146,89,30,372,221
57300,-7,3,129,216,7,395,239
39100,134,0,129,89,17,62,63
17800,-7,0,232,181,37,320,43
78400,4,1,28,216,7,400,472
12520,30,15,251,89,41,344,394
44800,63,7,290,89,37,52,6
54000,-7,1,84,217,7,128,397
12420,2,4,156,66,49,479,12
31920,37,0,409,12,17,62,215
77700,-10,0,129,216,7,395,239
19520,51,13,176,173,49,458,12
9510,23,1,288,181,22,28,460
500,-7,2,876,89,17,158,100
44800,-12,0,489,89,22,52,43
13700,-7,2,226,89,37,320,480
52200,7,2,57,217,7,295,397
17110,0,0,188,74,43,364,326
17700,20,45,219,12,22,386,326
217000,5,5,188,81,12,320,369
50310,5,0,75,242,14,408,332
8610,-3,0,227,105,37,478,326
16700,44,1,219,89,22,386,326
9520,97,41,273,66,41,344,367
50510,21,3,177,35,51,408,471
65700,3,0,0,181,41,320,350
17300,49,43,226,89,37,320,480
4230,48,0,353,35,41,343,350
5310,102,-9,855,82,41,252,414
14810,20,0,224,89,10,478,326
53800,6,9,77,217,7,374,397
3000,-18,5,135,89,21,89,480
30500,,275,92,89,17,62,358
2100,6,0,92,89,17,62,358
9000,35,0,101,89,20,399,64
2200,-29,0,87,242,17,41,216
9910,20,0,226,79,37,320,480
9100,16,0,225,0,37,320,480
19600,-5,1,216,79,10,302,326
71300,16,2,172,221,36,149,298
9800,-48,1,550,89,30,139,326
9410,-7,8,43,173,34,364,43
50010,19,18,177,242,7,469,412
5310,42,-32,855,22,23,252,414
17410,-1,0,195,89,10,54,326
29120,2,0,181,242,37,320,401
50810,47,10,166,242,51,469,465
39300,-15,0,129,12,17,62,63
225100,8,0,226,178,10,320,480
36400,44,0,319,35,17,62,368
9100,77,44,246,112,12,214,458
23200,2,1,113,89,37,207,326
18400,-7,0,91,12,41,344,326
13500,13,1,230,35,37,28,326
1400,260,165,202,90,7,471,423
156700,0,0,41,216,7,395,340
8410,20,14,196,89,23,54,326
68700,2,1,62,238,9,42,104
5410,12,5,226,66,10,478,326
215900,-9,1,75,25,9,308,326
5800,18,44,309,112,17,60,62
17900,4,2,145,173,9,386,312
19600,0,0,215,111,11,478,324
225400,26,19,91,60,37,344,326
14110,0,4,36,142,9,441,326
17420,-6,12,343,89,37,390,326
4800,-16,0,272,35,37,52,411
225300,36,0,232,78,22,43,326
13700,-13,0,160,89,43,226,326
7930,21,18,55,89,30,109,174
5610,17,18,75,181,38,320,312
18400,-7,1,195,89,23,54,326
82100,9,0,206,89,27,322,154
64720,1,0,118,89,41,320,137
54100,0,0,58,217,7,393,298
39200,21,14,130,35,17,63,62
11100,-2,12,225,181,37,320,480
1400,-8,7,67,90,7,427,416
14730,4,1,143,230,49,344,12
25600,1,0,141,89,37,6,326
216700,10,0,232,174,22,43,326
9410,11,12,166,12,41,344,312
64520,0,1,67,89,25,344,250
215400,1,0,230,148,37,320,28
5100,-24,0,196,121,15,211,62
8210,2,4,221,35,37,302,326
50700,19,11,62,12,51,326,224
8510,7,0,88,173,37,320,350
65420,3,3,158,125,41,249,326
50520,0,0,123,165,40,342,133
16800,1,0,188,173,43,320,369
37000,10,0,176,35,25,62,175
12510,2,3,226,89,37,320,480
8900,-2,29,394,112,44,391,64
6710,-8,0,42,242,43,28,369
77400,43,46,46,216,7,239,212
59100,10,4,80,216,7,325,212
78500,-1,0,50,216,22,15,473
44900,-32,0,341,12,38,70,62
17610,-10,0,198,111,9,441,43
17610,-1,1,225,79,49,478,326
14810,-3,0,224,89,10,478,326
9910,7,3,213,67,34,135,480
65220,0,2,67,89,41,249,350
225300,10,12,188,81,37,364,326
6610,-15,0,231,66,33,320,28
36500,23,0,319,69,17,362,62
65420,-10,1,195,89,41,183,326
215200,1,3,236,1,41,320,43
9100,224,211,313,89,12,399,227
216300,3,0,232,139,37,43,326
33900,-3,0,86,220,52,62,286
50010,62,38,138,242,51,469,450
9920,81,0,512,181,27,43,140
64610,2,3,91,89,34,344,326
9310,19,8,245,89,37,318,480
17300,23,41,253,89,23,441,305
600,1,0,151,90,36,393,384
9510,-3,3,161,89,43,226,326
400,93,0,924,35,35,239,1
8410,10,7,227,121,37,478,326
9200,53,0,725,35,49,456,94
50020,5,0,310,89,40,133,412
4330,-7,1,353,35,41,344,349
36400,9,0,160,89,17,62,50
29020,30,14,199,12,37,141,326
64420,13,0,158,89,41,249,326
5310,233,-18,855,171,12,252,414
6710,-9,0,416,105,43,364,480
57300,-6,1,129,216,49,395,239
50010,11,17,137,165,51,224,412
71500,-5,12,123,223,7,149,418
17300,8,0,240,114,22,28,324
17410,28,23,104,173,47,54,350
9310,3,0,207,98,34,319,305
18400,1,5,0,173,22,364,43
7930,392,60,152,89,30,378,174
17610,-4,0,184,35,37,24,326
71700,1,0,234,223,7,33,418
50820,23,0,71,89,47,133,422
9000,5,18,476,89,37,491,326
13700,1,0,88,173,43,43,495
215400,-3,3,231,60,37,320,43
64120,-3,1,104,89,12,344,183
17900,6,0,174,89,9,43,49
300,13,6,201,89,19,222,307
800,80,78,399,89,16,408,440
9410,-3,0,226,181,10,478,326
16800,1,0,30,243,49,478,54
17800,5,0,167,181,41,478,460
28020,55,15,290,112,37,447,326
5310,566,438,855,82,49,252,414
23800,-1,10,32,35,37,85,326
15000,8,0,235,89,34,320,390
217000,2,1,195,178,23,54,326
17500,77,0,231,173,22,43,326
17300,27,5,356,89,53,226,54
1900,-6,0,859,12,37,320,21
39300,8,0,129,89,17,62,63
800,505,541,296,35,51,134,438
4310,3,0,91,79,37,320,350
71600,-1,3,204,223,7,285,33
16300,-4,0,241,142,34,43,324
215500,-5,0,231,139,22,28,326
9310,7,0,230,66,37,28,326
17610,11,2,233,35,22,320,28
39000,53,74,130,89,17,63,62
66420,-5,0,158,125,41,249,326
65010,-6,1,91,89,41,344,326
69700,11,1,51,235,33,42,136
15810,3,0,136,89,7,478,350
44900,-5,0,818,89,21,6,62
68000,-2,0,68,238,33,112,42
77400,,,103,216,7,155,399
14310,18,3,226,66,10,320,480
68600,3,0,116,235,22,353,42
17500,31,0,241,89,34,43,324
69900,25,0,62,236,33,42,104
35500,40,5,281,35,25,102,62
68400,0,0,116,235,27,353,42
71200,14,34,191,222,7,374,149
77400,19,25,103,216,7,155,399
9320,27,4,343,89,49,320,367
17000,2,0,232,181,37,320,43
14010,7,13,90,26,22,344,326
17410,3,5,188,79,37,320,369
7600,5,0,173,89,30,73,376
6620,-5,0,644,180,22,379,369
17410,3,0,109,121,49,478,490
9910,-5,0,231,79,48,43,326
74800,17,0,43,217,7,412,330
36400,3,2,208,89,25,62,252
18620,-5,7,156,242,49,479,12
23700,9,0,114,89,37,320,207
600,43,31,99,90,7,385,464
14810,0,0,224,181,30,478,326
215900,4,3,188,192,34,364,326
23700,5,0,141,242,37,320,6
69200,3,3,82,235,24,353,194
500,68,34,830,112,48,417,128
17500,121,107,230,26,22,28,326
6320,-8,5,146,89,37,447,34
33500,0,0,86,220,17,62,286
11100,,,109,181,41,488,480
9200,136,80,306,35,30,372,480
215000,4,12,43,174,43,364,28
7920,-3,0,277,89,49,458,395
3000,89,74,228,229,41,343,192
215800,13,0,225,227,10,478,326
57300,3,7,27,216,7,424,15
8900,17,8,100,89,49,12,395
78400,1,0,157,216,7,178,212
66320,-8,0,104,89,47,344,183
215400,1,0,188,139,22,320,369
9410,2,4,91,173,34,344,326
216500,-1,3,220,139,22,386,326
8420,9,17,335,89,49,391,326
8510,2,0,55,66,41,320,460
8710,2,0,185,242,23,320,24
13700,15,10,92,66,13,320,350
4800,0,0,141,89,37,6,326
15000,27,31,42,173,19,364,28
225200,-1,0,225,75,49,478,326
9510,-5,1,161,89,9,226,326
6320,-1,0,436,89,3,320,34
63900,40,27,91,142,23,320,350
16000,14,0,232,12,22,320,43
13810,-3,1,126,173,23,302,350
7930,21,8,428,89,23,24,174
216800,5,13,220,104,22,320,390
57900,-2,0,26,216,7,155,239
17500,30,0,231,35,22,43,326
23700,32,0,114,89,37,320,207
6410,-10,2,115,89,37,207,326
69900,-1,0,68,235,33,42,112
8900,11,3,607,12,11,488,64
7910,-5,3,226,121,37,320,480
17300,13,12,226,66,49,320,480
212600,-2,0,225,101,23,478,326
9200,-29,63,643,89,44,69,350
216700,-1,0,226,28,37,320,480
19300,24,11,100,89,23,488,305
215900,-7,4,188,178,43,364,326
16100,11,2,39,66,48,308,444
71000,-2,0,172,223,7,295,149
1400,45,68,344,12,7,412,117
5510,-2,0,261,35,23,441,480
15810,-5,8,225,181,37,478,326
58000,5,0,103,216,49,239,433
6610,-11,0,327,89,41,344,43
13700,15,6,84,66,34,308,324
6420,0,0,216,121,7,447,361
30400,18,0,184,242,17,9,119
19000,8,4,124,35,9,332,43
5730,-7,3,353,242,37,132,326
68200,0,1,116,235,24,353,42
157900,3,0,41,216,7,395,340
13800,6,5,91,121,41,344,326
14600,0,0,0,121,43,320,446
4230,1,0,353,89,41,343,350
65410,3,1,91,142,37,344,326
216900,-2,0,231,78,22,28,326
17110,3,3,59,89,34,299,350
224800,36,39,230,25,37,320,28
16000,0,0,232,114,22,320,43
15610,10,2,226,242,10,478,326
14810,-6,1,165,35,41,344,312
31600,64,4,283,89,27,222,443
13700,47,50,187,103,43,364,326
8820,-3,0,128,89,49,361,12
64610,0,4,91,181,7,344,326
44900,1,18,528,35,37,52,62
217300,1,0,195,81,37,28,444
70200,-4,0,204,249,7,285,33
28310,2,0,74,89,37,320,361
9100,-2,9,531,89,12,69,458
13500,26,25,134,79,17,344,480
24100,-2,0,141,242,37,320,6
16100,-6,3,126,111,37,310,326
7500,-2,0,173,89,30,372,73
33100,-2,0,86,220,17,62,286
66520,2,2,8,89,41,126,282
28320,-2,0,425,35,37,320,52
66010,8,18,91,142,36,344,326
8720,43,30,35,142,49,478,371
212100,-4,0,225,4,51,320,480
18400,47,46,134,66,17,478,350
65120,5,0,99,89,51,320,17
71700,-4,0,169,223,7,33,270
30100,-10,15,99,89,17,433,443
5310,87,-9,855,82,37,252,414
56900,-3,0,126,216,7,325,239
18300,-1,0,91,66,37,320,350
7500,5,5,13,89,30,174,206
69600,5,2,62,238,22,104,42
9910,-19,0,231,105,22,43,326
28320,33,0,285,242,34,320,449
7920,30,6,150,111,49,24,395
19420,5,7,109,242,49,391,480
23800,0,0,141,89,37,6,326
39000,11,1,310,12,17,60,62
71900,2,5,133,223,7,268,378
18000,2,1,195,181,49,54,326
9910,3,4,184,242,34,310,460
35200,51,0,243,89,25,62,16
68300,3,0,84,235,12,42,484
15110,1,1,201,89,23,276,480
71300,5,1,193,222,7,33,462
17300,-5,4,226,39,49,320,480
18200,0,0,21,173,23,302,54
210900,-1,4,202,81,34,276,480
17120,5,1,165,66,49,12,263
23900,4,0,114,89,9,320,207
9410,59,29,161,35,37,320,226
215900,0,0,225,107,37,320,480
77000,77,3,103,216,7,155,399
23300,-6,0,68,89,37,355,6
16410,16,14,91,173,37,344,326
19600,-10,0,185,111,23,24,326
79400,5,6,104,89,7,400,239
1900,16,0,258,12,49,73,21
6510,6,0,225,121,37,320,480
17300,2,0,322,77,22,43,350
50010,12,31,75,89,51,326,412
9910,7,0,231,173,22,43,326
35000,6,0,138,89,47,62,220
71500,9,5,49,223,7,414,298
17620,-4,0,226,12,49,379,480
8900,364,0,604,112,25,478,403
15800,-5,0,89,111,37,344,326
34000,4,0,86,220,37,283,62
65320,14,0,118,125,41,320,137
30300,22,0,124,251,17,62,41
215400,2,1,195,18,23,54,326
35500,-25,13,243,89,17,16,62
28010,-16,0,142,35,37,6,326
8420,15,0,357,181,49,305,350
4230,6,2,403,123,41,232,326
49400,23,21,36,86,37,308,191
8030,-15,9,531,12,30,372,326
30300,-8,0,99,89,17,433,443
36400,-10,0,319,12,25,62,368
5310,34,-25,855,70,38,252,414
36400,29,0,138,242,25,62,220
9100,66,114,209,112,12,507,281
35000,15,22,281,89,25,62,102
17500,-4,0,231,173,22,43,326
215500,5,5,188,131,43,364,326
8420,-3,0,221,111,49,305,480
30200,-5,7,257,242,27,9,62
57900,23,21,103,218,7,429,239
13200,-11,0,232,12,37,320,43
28420,6,0,290,89,37,447,326
16600,0,0,283,12,10,478,49
1900,-27,0,601,35,30,320,73
8620,-1,0,118,105,23,390,480
215400,6,3,195,8,23,54,326
50820,0,11,239,133,40,418,412
17200,4,0,215,77,34,478,324
16900,3,0,195,111,34,28,444
24400,22,0,141,112,37,6,326
44900,132,1,391,35,22,432,52
8420,21,0,448,114,49,305,326
64810,0,1,91,142,47,344,326
600,21,2,151,12,7,393,384
216400,7,0,134,139,41,478,350
57300,-7,0,126,216,7,325,239
8210,16,11,159,242,23,0,326
217300,15,10,127,139,37,441,350
71100,6,0,169,223,7,33,270
54700,21,0,83,217,7,393,36
15000,4,0,176,89,37,320,226
16500,9,3,111,12,25,318,350
24300,-5,0,141,89,37,320,6
215400,1,0,225,107,37,478,326
52900,35,4,0,217,7,97,156
13800,2,0,30,89,9,478,54
39300,-11,0,310,89,17,62,60
1100,93,93,249,90,7,128,423
17700,16,2,187,79,33,364,326
36500,69,0,208,89,25,251,62
5900,1,9,129,89,17,62,63
24100,-5,0,141,89,37,320,6
5310,137,-1,855,171,41,252,414
6610,16,29,62,35,41,458,326
31100,16,0,270,35,27,231,222
9510,-1,0,232,181,22,43,326
70200,50,31,111,223,7,149,33
17110,129,0,427,105,22,43,54
18300,1,0,216,66,37,320,305
33200,0,3,86,220,52,283,62
215300,-3,3,127,141,9,441,350
9200,24,6,347,89,12,202,504
9320,26,33,428,35,49,320,308
23600,0,0,127,89,37,6,514
5800,37,49,129,89,13,63,62
9800,-44,0,633,89,44,145,326
8900,0,0,186,66,37,319,54
225300,3,0,242,178,7,43,324
44800,69,57,330,89,37,381,436
18000,6,1,116,181,11,488,326
30200,10,0,160,89,17,440,41
7300,5,0,84,89,30,372,174
14900,-1,0,91,35,41,320,350
800,91,3,1877,89,51,434,62
18300,-6,1,134,76,41,344,480
400,298,314,162,35,17,158,62
28020,-5,17,290,12,7,447,326
36400,16,0,208,89,25,62,252
28010,-7,0,142,112,50,6,326
14710,9,9,308,114,41,344,263
17200,-4,0,134,77,49,478,350
39000,-2,0,310,89,17,60,62
25500,-5,0,141,111,37,320,6
17800,-5,0,220,173,37,320,390
39000,9,1,310,89,17,60,62
2700,80,110,75,112,40,40,348
16300,13,0,231,76,22,43,326
19600,2,0,134,66,41,478,350
9410,-12,0,220,12,22,320,390
6320,10,1,86,89,37,355,411
65210,18,8,91,66,37,344,326
215500,22,16,91,81,41,320,350
800,4,0,399,35,51,408,440
71200,0,0,229,223,7,128,201
5800,6,8,129,35,17,63,62
158400,-3,0,94,216,51,15,331
31100,35,7,38,35,27,231,478
33100,2,5,24,220,6,446,286
65210,-1,1,91,111,41,344,326
30700,14,0,92,89,17,62,358
216300,0,0,226,174,37,320,480
19300,0,3,186,66,30,319,54
65720,10,0,194,89,37,320,183
9420,22,0,223,111,49,305,480
600,12,0,1392,89,7,374,100
2100,-2,0,124,89,17,62,41
5710,2,0,91,12,7,320,350
300,-13,0,208,242,35,251,62
18400,0,0,0,173,22,320,43
65610,0,2,91,66,37,344,326
65420,-1,4,99,35,41,17,326
44800,7,0,84,89,17,62,432
15610,57,59,226,35,23,478,326
100,263,182,1494,35,6,312,466
7800,1,0,58,242,30,174,109
1900,15,36,140,112,49,96,73
217000,3,8,116,60,37,488,326
24400,-6,0,141,242,37,6,326
76100,96,105,190,216,7,471,180
2700,-27,0,1322,89,31,286,348
200,-5,0,1423,89,12,239,402
19510,14,11,221,105,22,386,326
30700,1,0,124,242,17,62,41
8810,1,1,231,2,22,320,43
6610,-17,14,451,181,22,478,390
16410,1,0,226,121,10,478,326
1100,-1,0,187,242,7,408,348
18400,3,1,100,89,41,302,490
19510,3,0,184,242,37,320,24
38300,-2,0,258,12,17,62,372
9000,-4,20,108,121,34,391,480
78500,21,6,79,216,7,325,212
53200,-8,1,90,217,7,324,397
300,7,50,253,89,7,303,427
8030,24,24,424,112,11,94,490
17300,11,5,356,89,23,226,54
13900,-2,3,130,12,43,364,49
53700,,0,113,217,7,393,148
225400,-10,0,231,102,37,320,28
28420,-1,0,227,112,37,381,6
4900,-4,4,155,89,18,508,62
